"","ï..Web.ID","Region","Reported.Date","Reported.Year","Reported.Month","Number.Dead","Minimum.Estimated.Number.of.Missing","Total.Dead.and.Missing","Number.of.Survivors","Number.of.Females","Number.of.Males","Number.of.Children","Cause.of.Death"
"759",39306,"US-Mexico Border","12-Jun-14",2014,"Jun",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"760",39304,"US-Mexico Border","10-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"761",39302,"US-Mexico Border","9-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"762",39221,"US-Mexico Border","3-Jun-14",2014,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"763",39218,"US-Mexico Border","27-Apr-14",2014,"Apr",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"764",39235,"North Africa","14-Apr-14",2014,"Apr",10,0,10,309,NA,NA,NA,"Hyperthermia"
"765",39273,"US-Mexico Border","15-Mar-14",2014,"Mar",1,NA,1,NA,NA,NA,NA,"Hyperthermia"
"766",39372,"US-Mexico Border","11-Mar-14",2014,"Mar",1,NA,1,NA,1,NA,1,"Suicide"
"767",39212,"US-Mexico Border","4-Mar-14",2014,"Mar",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"768",39379,"South Asia","26-Feb-14",2014,"Feb",1,0,1,0,NA,1,NA,"Shot"
"769",39211,"US-Mexico Border","18-Feb-14",2014,"Feb",1,NA,1,2,NA,1,NA,"Shot"
"770",39258,"US-Mexico Border","17-Jan-14",2014,"Jan",1,NA,1,NA,NA,NA,NA,"Shot"
"771",39207,"US-Mexico Border","16-Jan-14",2014,"Jan",1,NA,1,NA,NA,1,NA,"Shot"
"772",39368,"Europe","16-Jan-14",2014,"Jan",1,0,1,2,NA,1,NA,"Hyperthermia"
